producto_id,nombre_producto,categoria,fecha_caducidad,stock_actual,precio_unitario,sales_ultimos_7d,ventas_promedio_diaria,dias_hasta_caducidad,proveedor,en_promocion,precio_promocion,fecha_ultima_venta,temperatura_almacen,humedad_almacen,categoria_riesgo
PRD003,Broccoli,verduras,2025-08-10,40,1.5,20,2.9,8,Verduras Naturales,False,,2025-07-31,2.0,65.0,medio
PRD004,Pechuga de Pollo,carnes,2025-08-05,60,5.0,35,5.0,3,Carnes del Sur,True,4.2,2025-07-30,0.0,75.0,alto
PRD005,Pan de Dulce,panaderia,2025-08-02,200,0.8,150,21.4,0,Panaderia La Milagrosa,False,,2025-07-31,25.0,60.0,bajo
PRD006,Jugo de Naranja,bebidas,2025-08-25,120,2.0,80,11.4,23,Bebidas Naturales,False,,2025-07-28,10.0,55.0,bajo
PRD007,Yogur Natural,lacteos,2025-08-12,90,1.1,70,10.0,10,Dairy Farm,True,0.95,2025-07-29,4.0,80.0,bajo
PRD008,Carne Molida de Res,carnes,2025-08-04,55,7.0,25,3.6,2,Carne y Mariscos Ltda.,False,,2025-07-27,-1.0,65.0,alto
PRD009,Zumo de Manzana,bebidas,2025-08-22,130,2.5,90,12.9,20,Fruticola Sol del Valle,False,,2025-07-30,8.0,50.0,bajo
PRD010,Queso Cheddar,lacteos,2025-08-18,75,3.5,55,7.9,16,Quesos Premium,False,,2025-07-31,4.0,75.0,bajo
PRD011,Fresa Fresca,frutas,2025-08-19,100,2.0,55,7.9,17,Fresas del Bosque,True,1.8,2025-07-31,1.0,85.0,bajo
PRD012,Pan Integral,panaderia,2025-08-02,180,1.0,140,20.0,0,Panadería La Salud,False,,2025-07-30,22.0,60.0,bajo
PRD013,Agua Mineral 1.5L,bebidas,2025-08-25,160,0.85,100,14.3,23,Agua Pura,False,,2025-07-31,12.0,45.0,bajo
PRD014,Melón Amarillo,frutas,2025-08-21,90,3.0,30,4.3,19,Frutas Tropicales,False,,2025-07-29,2.0,78.0,bajo
PRD015,Cerveza Artesanal,bebidas,2025-09-05,70,3.8,35,5.0,34,Cervezas del Mundo,False,,2025-07-30,4.0,65.0,medio
PRD016,Queso Fresco,lacteos,2025-08-16,85,2.8,65,9.3,14,Quesos del Valle,False,,2025-07-28,4.0,77.0,bajo
PRD017,Tomates Cherry,verduras,2025-08-23,130,2.2,55,7.9,21,Verduras Frescas,True,2.0,2025-07-30,2.0,70.0,medio
PRD018,Coca Cola 330ml,bebidas,2025-09-01,210,1.5,160,22.9,30,Bebidas y Más,False,,2025-07-29,12.0,55.0,bajo
PRD019,Yogur de Frutas,lacteos,2025-08-14,95,1.4,75,10.7,12,Dairy Farm,True,1.2,2025-07-31,4.0,80.0,bajo
PRD020,Pan Blanco,panaderia,2025-08-02,160,1.0,130,18.6,0,Panadería La Salud,False,,2025-07-30,22.0,60.0,bajo
PRD-20250801-001,Manzanas Gala,frutas,2025-08-21,120,1.2,85,12.1,19,AgroFruits Co.,False,,2025-07-30,4.0,80.0,bajo
PRD-20250801-002,Leche Entera 1L,lacteos,2025-08-15,50,0.99,60,8.6,13,DairyBest Ltd.,True,0.89,2025-07-29,4.0,85.0,bajo
PRD-20250801-003,Tomates Rojos,verduras,2025-08-20,200,0.8,150,21.4,18,VerdeViva Supplies,False,,2025-07-31,10.0,70.0,medio
PRD-20250801-004,Pechuga de Pollo,carnes,2025-08-10,75,5.5,90,12.9,8,Carnes del Sur,True,4.99,2025-07-29,2.0,80.0,alto
PRD-20250801-005,Pan Artesano,panaderia,2025-08-09,100,2.5,110,15.7,7,PanArt Ltd.,False,,2025-07-31,22.0,60.0,bajo
PRD-20250801-006,Jugo de Naranja 1L,bebidas,2025-08-18,60,1.5,70,10.0,16,JuicePure Inc.,True,1.35,2025-07-30,8.0,65.0,bajo
PRD-20250801-007,Yogurt Natural 150g,lacteos,2025-08-12,200,0.5,140,20.0,10,YogurPlus Co.,False,,2025-07-31,4.0,85.0,bajo
PRD-20250801-008,Carne de Res Picada,carnes,2025-08-14,80,7.0,55,7.9,12,ResFarm Foods,False,,2025-07-28,0.0,85.0,alto
PRD-20250801-009,Cerveza Artesanal 330ml,bebidas,2025-09-01,180,2.3,160,22.9,30,BrewMasters Ltd.,False,,2025-07-29,12.0,50.0,medio
PRD-20250801-010,Queso Gouda 200g,lacteos,2025-08-25,70,3.8,40,5.7,23,DairyLux,False,,2025-07-30,4.0,80.0,bajo
PRD-20250801-011,Bananas Organic,frutas,2025-08-22,140,1.1,95,13.6,20,Organic Farms,True,1.0,2025-07-30,4.0,75.0,bajo
PRD-20250801-012,Agua Mineral 1.5L,bebidas,2025-08-30,130,0.6,100,14.3,28,AquaPure Ltd.,False,,2025-07-31,10.0,55.0,bajo
PRD-20250801-013,Pasta Fresca 250g,panaderia,2025-08-07,90,3.0,80,11.4,5,FreshPasta Co.,False,,2025-07-30,5.0,70.0,bajo
PRD-20250801-014,Refresco Cola 330ml,bebidas,2025-09-05,170,1.2,160,22.9,34,SoftDrink Inc.,True,1.1,2025-07-29,12.0,50.0,medio
PRD-20250801-015,Queso Crema 150g,lacteos,2025-08-19,55,2.5,35,5.0,17,DairyLux,False,,2025-07-30,4.0,80.0,bajo
PRD-20250801-016,Brochetas de Carne,carnes,2025-08-17,40,6.0,30,4.3,15,CarneFresco Ltd.,False,,2025-07-27,0.0,85.0,alto
PRD-20250801-017,Refresco Naranja 500ml,bebidas,2025-08-25,90,1.8,110,15.7,23,SoftDrink Inc.,False,,2025-07-30,12.0,55.0,medio
PRD-20250801-018,Mantequilla 200g,lacteos,2025-08-23,65,2.7,45,6.4,21,DairyLux,False,,2025-07-30,4.0,80.0,bajo
PRD-20250801-019,Carne de Cerdo Asada,carnes,2025-08-12,55,8.0,70,10.0,10,CerdoFácil Ltd.,True,7.2,2025-07-31,0.0,85.0,alto
PRD001,Manzanas Golden,frutas,2025-08-31,150,1.2,85,12.1,29,Fruitz Co.,False,,2025-07-31,4.0,85.0,bajo
PRD002,Leche Entera 1L,lacteos,2025-08-15,80,0.95,45,6.4,13,DairyBest,True,0.85,2025-07-29,4.0,90.0,medio
PRD003,Yogurt Natural 500g,lacteos,2025-08-27,200,1.5,110,15.7,25,YogurtPro,False,,2025-07-30,4.0,88.0,medio
PRD004,Pollo Orgánico 1kg,carnes,2025-08-07,60,8.5,30,4.3,5,OrganicMeat,False,,2025-07-28,2.0,85.0,alto
PRD005,Pan Baguette,panaderia,2025-08-02,120,1.0,95,13.6,0,BakeryDelights,False,,2025-07-31,20.0,75.0,bajo
PRD006,Jugo de Naranja 1L,bebidas,2025-09-01,90,2.3,70,10.0,30,Citrus Ltd.,True,2.0,2025-07-30,4.0,85.0,bajo
PRD007,Tomates Perita,verduras,2025-08-10,100,0.75,60,8.6,8,VeggieFarm,False,,2025-07-29,12.0,90.0,bajo
PRD008,Cerveza Artesanal 330ml,bebidas,2025-09-15,50,3.8,25,3.6,43,BrewMasters,False,,2025-07-28,12.0,65.0,medio
PRD009,Queso Gouda 200g,lacteos,2025-08-25,70,2.8,50,7.1,23,CheeseWorld,True,2.5,2025-07-30,8.0,80.0,medio
PRD010,Espinaca Orgánica,verduras,2025-08-09,130,1.0,80,11.4,7,GreenLeaf,False,,2025-07-31,10.0,92.0,bajo
PRD011,Refresco Cola 1.5L,bebidas,2025-09-20,100,1.5,85,12.1,49,SoftDrink Inc.,False,,2025-07-31,8.0,70.0,bajo
PRD012,Camarones Frescos 500g,carnes,2025-08-06,40,12.5,20,2.9,4,Seafood Co.,False,,2025-07-28,0.0,85.0,alto
PRD013,Melón Cantalupe,frutas,2025-08-25,90,2.0,60,8.6,23,Tropical Fruits,False,,2025-07-30,4.0,90.0,bajo
PRD014,Jamon Cocido 200g,carnes,2025-08-20,55,3.5,35,5.0,18,Meat & Co.,True,3.0,2025-07-30,4.0,88.0,alto
PRD015,Agua Mineral 1.5L,bebidas,2025-09-10,160,0.65,150,21.4,39,AquaPure,False,,2025-07-31,8.0,70.0,bajo
PRD016,Fresas Pack 250g,frutas,2025-08-26,75,2.5,65,9.3,24,BerryGood,False,,2025-07-29,4.0,85.0,bajo
PRD017,Bananas maduras,frutas,2025-08-08,180,0.9,140,20.0,6,Tropical Fruits,False,,2025-07-31,4.0,90.0,bajo
PRD018,Coca Cola 355ml,bebidas,2025-09-12,130,1.2,100,14.3,41,Beverage Inc.,False,,2025-07-30,8.0,65.0,bajo
PRD019,Carne de Res Picada 500g,carnes,2025-08-05,45,10.0,15,2.1,3,Meat & Co.,False,,2025-07-29,0.0,85.0,alto
PRD1001,Manzanas Gala,frutas,2025-08-15,120,1.2,35,4.8,13,Frutas del Valle,False,,2025-07-31,4.0,70.0,bajo
PRD1002,Leche Entera 1L,lacteos,2025-08-22,80,0.85,50,7.1,20,Lacteos del Norte,True,0.75,2025-07-30,4.0,75.0,bajo
PRD1003,Bananas,frutas,2025-08-12,200,0.5,80,11.4,10,Banana Rico,False,,2025-07-30,5.0,65.0,bajo
PRD1004,Pechuga de Pollo,carnes,2025-08-07,50,4.5,20,2.9,5,Carne y Sabor,True,4.0,2025-07-31,2.0,80.0,alto
PRD1005,Yogurt Natural 150g,lacteos,2025-08-20,150,0.6,70,9.9,18,Yogur y Más,False,,2025-07-30,4.0,72.0,bajo
PRD1006,Pan Integral 500g,panaderia,2025-08-09,100,2.0,60,8.6,7,Panadería La Espiga,False,,2025-07-31,22.0,60.0,medio
PRD1007,Jugo de Naranja 1L,bebidas,2025-08-14,90,1.5,40,5.7,12,Jugo Verde,True,1.25,2025-07-31,8.0,65.0,bajo
PRD1008,Queso Cheddar 200g,lacteos,2025-08-18,70,3.2,25,3.6,16,Quesos del Valle,False,,2025-07-30,6.0,68.0,medio
PRD1009,Carne de Res Molida 1kg,carnes,2025-08-06,30,8.5,15,2.1,4,Carnes Premium,False,,2025-07-31,1.0,78.0,alto
PRD1010,Agua Mineral 1.5L,bebidas,2025-08-25,160,0.9,90,12.9,23,Agua Pura,False,,2025-07-31,10.0,50.0,bajo
PRD1011,Pan Blanco 400g,panaderia,2025-08-10,110,1.8,55,7.9,8,Panadería La Espiga,False,,2025-07-31,22.0,60.0,medio
PRD1012,Salmon Ahumado 200g,verduras,2025-08-19,40,12.0,5,0.7,17,Mar de Norte,True,10.0,2025-07-30,2.0,85.0,alto
PRD1013,Jugos Naturales Mix,bebidas,2025-08-16,95,2.5,33,4.7,14,Fruta y Vida,False,,2025-07-30,8.0,70.0,bajo
PRD1014,Huevo Blanco 12 unidades,verduras,2025-08-05,90,2.3,60,8.6,3,HuevoFresco,False,,2025-07-31,10.0,50.0,bajo
PRD1015,Coca Cola 2L,bebidas,2025-08-27,130,1.8,85,12.1,25,Bebidas Global,True,1.6,2025-07-31,8.0,60.0,bajo
PRD1016,Queso Fresco 150g,lacteos,2025-08-23,65,2.8,22,3.1,21,Quesos del Valle,False,,2025-07-30,6.0,68.0,medio
PRD1017,Pepinos,verduras,2025-08-11,150,0.7,60,8.6,9,Verduras Frescas,False,,2025-07-31,5.0,65.0,bajo
PRD1018,Refresco de Cola 330ml,bebidas,2025-08-29,180,1.2,75,10.7,27,Bebidas Global,False,,2025-07-31,8.0,60.0,bajo
PRD1019,Broccoli,verduras,2025-08-13,65,1.8,15,2.1,11,Verduras del Sol,False,,2025-07-31,4.0,70.0,bajo
PRD1020,Fanta Naranja 1.5L,bebidas,2025-09-02,100,1.4,55,7.9,31,Bebidas Global,False,,2025-07-31,8.0,55.0,bajo
PRD001,Manzanas Gala,frutas,2025-08-15,120,1.2,50,7.1,13,Frutícola del Valle,True,0.99,2025-07-31,4.0,70.0,bajo
PRD002,Leche Entera 1L,lacteos,2025-08-12,85,0.99,35,5.0,10,Lácteos del Norte,False,,2025-07-30,4.0,75.0,bajo
PRD003,Broccoli Fresco,verduras,2025-08-18,60,2.5,20,3.0,16,Verduras Orgánicas,False,,2025-07-29,2.0,80.0,medio
PRD004,Pechuga de Pollo,carnes,2025-08-10,45,5.75,25,3.6,8,Carnes del Norte,True,5.25,2025-07-31,0.0,60.0,alto
PRD005,Pan Baguette,panaderia,2025-08-04,100,1.0,70,10.0,2,Panadería La Central,False,,2025-07-31,12.0,85.0,bajo
PRD006,Jugo de Naranja 1L,bebidas,2025-08-20,150,2.2,40,5.7,18,Bebidas Refrescantes,False,,2025-07-30,8.0,65.0,bajo
PRD007,Yogur Natural 125g,lacteos,2025-08-09,90,0.89,28,4.0,7,Lácteos del Norte,True,0.69,2025-07-30,4.0,72.0,bajo
PRD008,Fresas 250g,frutas,2025-08-14,70,3.0,15,2.1,12,Fruvenduras,False,,2025-07-28,2.0,90.0,medio
PRD009,Carne de Res Picada 500g,carnes,2025-08-11,40,7.3,10,1.4,9,Carnes del Norte,False,,2025-07-30,0.0,55.0,alto
PRD010,Agua Mineral 1.5L,bebidas,2025-08-25,200,0.85,60,8.6,23,Refrescos y Más,True,0.75,2025-07-31,10.0,50.0,bajo
PRD011,Queso Cheddar 200g,lacteos,2025-08-17,55,4.5,18,2.5,15,Lácteos del Norte,False,,2025-07-29,4.0,65.0,bajo
PRD012,Plátanos Maduritos,frutas,2025-08-13,130,0.95,55,7.8,11,Frutícola del Valle,False,,2025-07-30,4.0,72.0,bajo
PRD013,Bebida Energizante 500ml,bebidas,2025-08-16,90,2.75,22,3.1,14,Bebidas Refrescantes,False,,2025-07-29,8.0,60.0,alto
PRD014,Queso Fresco 250g,lacteos,2025-08-19,65,3.8,12,1.7,17,Lácteos del Norte,False,,2025-07-30,4.0,60.0,bajo
PRD015,Naranja 1kg,frutas,2025-08-20,140,1.1,48,6.9,18,Fruvenduras,False,,2025-07-28,4.0,70.0,bajo
PRD016,Refresco Cola 2L,bebidas,2025-08-22,180,1.5,55,7.9,20,Refrescos y Más,False,,2025-07-29,10.0,52.0,bajo
PRD017,Yogur de Coco 125g,lacteos,2025-08-21,80,1.1,25,3.6,19,Lácteos del Norte,False,,2025-07-30,4.0,68.0,bajo
PRD018,Cerveza Artesanal 355ml,bebidas,2025-08-30,75,2.95,30,4.3,28,Bebidas Artesanales,True,2.65,2025-07-31,8.0,55.0,medio
PRD019,Gelatina en Polvo 100g,panaderia,2025-08-16,65,1.15,18,2.6,14,Horneados del Norte,False,,2025-07-28,16.0,70.0,bajo
PRD020,Croissant de Mantequilla,panaderia,2025-08-07,90,1.5,65,9.3,5,Horneados del Norte,False,,2025-07-31,16.0,75.0,bajo
PRD001,Manzanas Gala,frutas,2025-08-31,120,1.2,70,10.0,29,Fruverso Ltda,False,,2025-08-01,4.0,80.0,bajo
PRD002,Leche Entera 1L,lacteos,2025-09-05,80,0.95,50,7.1,34,Lacteos del Valle,True,0.85,2025-08-01,4.0,75.0,bajo
PRD003,Zanahorias,verduras,2025-08-20,200,0.6,130,18.6,18,Verduras y más,False,,2025-07-31,5.0,85.0,bajo
PRD004,Pechuga de Pollo,carnes,2025-08-09,60,4.5,35,5.0,7,Carne Suprema,True,4.0,2025-07-31,2.0,70.0,medio
PRD005,Pan Integral,panaderia,2025-08-10,150,2.0,90,12.9,8,Panaderia La Espiga,False,,2025-08-01,20.0,60.0,bajo
PRD006,Agua Mineral 500ml,bebidas,2025-09-15,250,0.5,150,21.4,44,Bebidas del Mundo,False,,2025-08-01,10.0,50.0,bajo
PRD007,Yogur Natural 125g,lacteos,2025-08-15,100,1.1,65,9.3,13,Yogurt Express,False,,2025-07-31,4.0,75.0,bajo
PRD008,Carne de Res Picada 500g,carnes,2025-08-12,70,6.0,40,5.7,10,Carnes del Sur,True,5.5,2025-08-01,1.0,65.0,medio
PRD009,Jugo de Naranja 1L,bebidas,2025-09-01,180,2.3,100,14.3,30,Jugos y Sabor,False,,2025-07-30,8.0,60.0,bajo
PRD010,Queso Gouda 200g,lacteos,2025-09-10,90,3.5,55,7.9,39,Quesos Finos,False,,2025-08-01,4.0,75.0,bajo
PRD011,Manzana Verde,frutas,2025-08-25,140,1.3,80,11.4,23,Fruverso Ltda,False,,2025-07-31,4.0,80.0,bajo
PRD012,Bebida Cola 330ml,bebidas,2025-09-20,300,1.0,200,28.6,49,Refrescos y Más,False,,2025-07-31,8.0,55.0,bajo
PRD013,Yogur de Frambuesa 150g,lacteos,2025-08-18,85,1.4,45,6.4,16,Yogurt Express,False,,2025-07-31,4.0,75.0,bajo
PRD014,Fresas 250g,frutas,2025-08-22,95,2.5,60,8.6,20,Fruverso Ltda,False,,2025-07-30,4.0,80.0,bajo
PRD015,Jamon Serrano 100g,carnes,2025-08-14,50,7.5,30,4.3,12,Embutidos La Villa,False,,2025-07-31,2.0,60.0,medio
PRD016,Refresco de Limón 500ml,bebidas,2025-09-05,220,1.2,150,21.4,34,Refrescos y Más,False,,2025-07-30,8.0,55.0,bajo
PRD017,Queso Crema 150g,lacteos,2025-09-08,75,2.8,48,6.9,37,Quesos Finos,False,,2025-07-30,4.0,75.0,bajo
PRD018,Naranja Valencia 1kg,frutas,2025-08-24,130,1.0,85,12.1,22,Fruverso Ltda,False,,2025-07-30,4.0,80.0,bajo
PRD019,Agua con Gas 600ml,bebidas,2025-09-12,190,1.2,120,17.1,41,Bebidas del Mundo,False,,2025-07-30,8.0,55.0,bajo
PRD001,Manzanas Golden,frutas,2025-08-31,120,1.2,80,11.4,29,Agrícola La Huerta,False,,2025-08-01,4.0,70.0,bajo
PRD002,Leche Entera 1L,lacteos,2025-08-15,85,0.9,50,7.1,13,Dairy Fresh,True,0.8,2025-08-01,4.0,65.0,medio
PRD003,Yogurt Griego 150g,lacteos,2025-09-05,200,1.5,120,17.1,34,Yogurtia,False,,2025-08-01,4.0,60.0,medio
PRD004,Bananas,frutas,2025-08-20,60,0.6,70,10.0,18,Frutas del Valle,False,,2025-08-01,4.0,75.0,bajo
PRD005,Pepsi 2L,bebidas,2025-09-10,150,1.2,130,18.6,39,PepsiCo,True,1.0,2025-08-01,10.0,80.0,bajo
PRD006,Filete de Pollo 500g,carnes,2025-08-12,40,4.5,30,4.3,10,Carnes Del Valle,False,,2025-07-31,2.0,55.0,alto
PRD007,Pan Integral 600g,panaderia,2025-08-10,90,2.0,60,8.6,8,Panaderia La Plaza,False,,2025-08-01,22.0,50.0,bajo
PRD008,Zumo Naranja 1L,bebidas,2025-08-25,70,1.1,75,10.7,23,Zanjar,False,,2025-08-02,8.0,85.0,bajo
PRD009,Queso Gouda 200g,lacteos,2025-09-15,50,3.0,25,3.6,44,Quesos del Valle,False,,2025-07-30,4.0,65.0,medio
PRD010,Jamon Cocido 250g,carnes,2025-08-13,35,3.5,20,2.9,11,Carnes y Delicias,False,,2025-07-29,2.0,50.0,alto
PRD011,Refresco Cola 330ml,bebidas,2025-09-05,160,0.8,200,28.6,34,Coca-Cola,True,0.7,2025-08-01,10.0,85.0,bajo
PRD012,Fresas 250g,frutas,2025-08-07,55,2.5,45,6.4,5,Fresas del Valle,False,,2025-08-01,4.0,70.0,alto
PRD013,Cerveza Corona 355ml,bebidas,2025-09-20,90,1.8,90,12.9,49,Cervezas del Mundo,False,,2025-08-02,8.0,80.0,bajo
PRD014,Tomates 500g,verduras,2025-08-19,100,1.4,95,13.6,17,Verduras Orgánicas,False,,2025-08-02,4.0,80.0,bajo
PRD015,Espinacas 300g,verduras,2025-08-17,45,1.2,40,5.7,15,Verduras del Valle,False,,2025-08-01,4.0,70.0,bajo
PRD001,Manzanas Fuji,frutas,2025-08-22,120,1.2,50,7.1,20,AgroFruits Ltd.,False,,2025-08-01,4.0,85.0,bajo
PRD002,Leche Entera 1L,lacteos,2025-08-12,85,0.9,30,4.3,10,DairyBest Co.,True,0.75,2025-07-31,4.0,80.0,bajo
PRD003,Tomates Perita,verduras,2025-08-10,200,0.6,70,10.0,8,Veggie Fresh,False,,2025-07-30,10.0,70.0,medio
PRD004,Pollo Entero,carnes,2025-08-06,60,5.5,20,2.9,4,Carnes del Sur,True,5.0,2025-07-31,0.0,75.0,alto
PRD005,Yogur Natural 150g,lacteos,2025-08-18,150,0.8,40,5.7,16,DairyBest Co.,False,,2025-07-29,4.0,82.0,bajo
PRD006,Pan Integral Rústico,panaderia,2025-08-04,180,2.0,60,8.6,2,Panaderos Unidos,False,,2025-07-31,22.0,60.0,bajo
PRD007,Coca Cola 355ml,bebidas,2025-09-02,300,1.5,120,17.1,31,Beverage Co.,True,1.3,2025-07-28,4.0,85.0,bajo
PRD008,Queso Cheddar 200g,lacteos,2025-08-19,90,2.5,15,2.1,17,Cheese Co.,False,,2025-07-30,4.0,80.0,bajo
PRD009,Zanahorias 1kg,verduras,2025-08-15,250,0.4,90,12.9,13,Veggie Fresh,False,,2025-07-31,10.0,65.0,medio
PRD010,Pan de Caja Blanco,panaderia,2025-08-05,170,1.8,55,7.9,3,Panaderos Unidos,True,1.6,2025-07-31,22.0,58.0,bajo
PRD011,Jugo de Naranja 1L,bebidas,2025-08-27,130,2.0,45,6.4,25,JuiceMakers,False,,2025-07-29,4.0,80.0,bajo
PRD012,Fresas 250g,frutas,2025-08-13,160,2.5,80,11.4,11,BerryFarm,False,,2025-07-30,4.0,90.0,alto
PRD013,Manzanas Gala,frutas,2025-08-20,100,1.3,35,5.0,18,AgroFruits Ltd.,False,,2025-07-31,4.0,80.0,bajo
PRD014,Carne Molida 500g,carnes,2025-08-07,50,6.0,25,3.6,5,Carnes del Sur,False,,2025-07-29,0.0,70.0,alto
PRD015,Agua Mineral 500ml,bebidas,2025-09-01,220,0.5,100,14.3,30,AquaPure,False,,2025-07-28,4.0,88.0,bajo
PRD016,Pan Dulce 200g,panaderia,2025-08-03,90,2.5,40,5.7,1,Dulces Delicias,True,2.2,2025-07-31,22.0,55.0,bajo
PRD017,Refresco Cola 2L,bebidas,2025-09-05,110,3.0,35,5.0,34,Beverage Co.,False,,2025-07-30,4.0,85.0,bajo
PRD018,Queso Ricotta 250g,lacteos,2025-08-25,80,2.8,18,2.6,23,Cheese Co.,False,,2025-07-31,4.0,80.0,bajo
PRD019,Fresa Congelada 500g,frutas,2025-08-24,70,3.0,22,3.1,22,FrozenFruits Inc.,False,,2025-07-30,-18.0,70.0,alto
PRD-001,Manzanas Rojas,frutas,2025-08-12,150,1.2,70,10.0,10,FruVeg Supplies,False,,2025-08-01,4.0,65.0,medio
PRD-002,Leche Entera 1L,lacteos,2025-08-20,80,0.99,35,5.0,18,DairyBest,True,0.89,2025-08-01,4.0,70.0,bajo
PRD-003,Bananas,frutas,2025-08-10,200,0.45,140,20.0,8,Tropical Fruits Co.,False,,2025-07-31,13.0,75.0,medio
PRD-004,Carne de Pollo,carnes,2025-08-05,50,3.99,30,4.0,3,Meat World,False,,2025-07-31,2.0,85.0,alto
PRD-005,Yogur de Frutas 125g,lacteos,2025-08-15,120,0.55,60,8.0,13,DairyJoy,True,0.5,2025-08-01,4.0,70.0,bajo
PRD-006,Pan Baguette,panaderia,2025-08-02,300,0.85,180,25.0,0,Baker's Delight,False,,2025-07-31,22.0,60.0,bajo
PRD-007,Refresco Cola 330ml,bebidas,2025-08-25,400,0.75,200,28.0,23,Beverage Inc.,False,,2025-08-01,10.0,65.0,bajo
PRD-008,Queso Gouda 200g,lacteos,2025-08-18,60,2.45,15,2.0,16,Cheese Masters,False,,2025-07-30,8.0,80.0,medio
PRD-009,Tomates Orgánicos,verduras,2025-08-11,90,1.0,50,7.0,9,Organic Farm,False,,2025-07-31,13.0,80.0,medio
PRD-010,Agua Mineral 1.5L,bebidas,2025-08-30,250,0.6,150,22.0,28,PureWater Co.,True,0.55,2025-08-01,12.0,75.0,bajo
PRD-011,Carne de Res,carnes,2025-08-07,40,7.99,25,3.5,5,Steak House,False,,2025-07-31,2.0,90.0,alto
PRD-012,Jugo de Naranja 1L,bebidas,2025-08-24,130,1.25,90,13.0,22,Citrus Ltd.,False,,2025-07-30,10.0,65.0,bajo
PRD-013,Pan Dulce,panaderia,2025-08-02,220,1.2,160,23.0,0,Sweet Bakery,False,,2025-07-31,22.0,60.0,bajo
PRD-014,Espárragos Verdes,verduras,2025-08-13,70,2.5,40,6.0,11,Green Valley,False,,2025-07-30,4.0,85.0,medio
PRD-015,Agua de Coco 500ml,bebidas,2025-08-19,180,1.8,85,12.0,17,Coco World,False,,2025-07-30,12.0,80.0,bajo
PRD-001,Manzanas Red Delicious,frutas,2025-08-15,120,1.2,95,13.6,13,FreshFruits Co.,False,,2025-08-01,4.0,85.0,bajo
PRD-002,Yogur Natural 1L,lacteos,2025-08-10,85,2.5,70,10.0,8,DairyBest Ltd.,True,2.0,2025-08-01,4.0,80.0,bajo
PRD-003,Lechuga Orgánica,verduras,2025-08-20,60,0.8,45,6.4,18,GreenFarm Supplies,False,,2025-07-31,3.0,90.0,bajo
PRD-004,Pollo Orgánico Piezas,carnes,2025-08-09,40,7.5,30,4.3,7,OrganicMeats Inc.,False,,2025-07-29,0.0,80.0,alto
PRD-005,Pan Baguette Tradicional,panaderia,2025-08-02,150,1.0,180,25.7,0,BakeHouse Ltd.,False,,2025-08-02,20.0,70.0,medio
PRD-006,Agua Mineral Natural 500ml,bebidas,2025-09-05,200,0.5,160,22.9,34,MineralSpring Co.,True,0.45,2025-07-31,10.0,60.0,bajo
PRD-007,Queso Cheddar 200g,lacteos,2025-08-30,70,3.5,55,7.8,28,CheeseMakers LLC.,False,,2025-07-29,8.0,70.0,bajo
PRD-008,Carne de Res Picada 500g,carnes,2025-08-07,55,8.0,22,3.1,5,MeatSuppliers Inc.,False,,2025-07-31,-1.0,85.0,alto
PRD-009,Jugo de Naranja 1L,bebidas,2025-08-12,90,2.0,85,12.1,10,Citrus Farms,True,1.8,2025-07-31,4.0,75.0,bajo
PRD-010,Pan de Molde Integral,panaderia,2025-08-02,180,1.5,200,28.6,0,WholeGrain Bakery,False,,2025-08-02,20.0,65.0,medio
PRD-011,Fresa Orgánica 250g,frutas,2025-08-18,75,2.2,50,7.1,16,BerryFarm Ltd.,False,,2025-07-30,4.0,88.0,bajo
PRD-012,Refresco Cola 330ml,bebidas,2025-09-01,130,1.2,110,15.7,30,FizzBrew Ltd.,False,,2025-07-31,8.0,65.0,bajo
PRD-013,Galletas Integrales 200g,panaderia,2025-08-20,100,2.8,80,11.4,18,SnacksWorld,False,,2025-07-30,20.0,70.0,medio
PRD-014,Carne de Cerdo Chuleta 1kg,carnes,2025-08-05,45,10.0,25,3.6,3,PorkProducers Inc.,False,,2025-07-29,-2.0,78.0,alto
PRD-015,Agua Saborizada Limón 330ml,bebidas,2025-08-25,95,1.5,75,10.7,23,FlavorDrinks Ltd.,True,1.3,2025-07-31,4.0,82.0,bajo
PRD-016,Queso Mozzarella 200g,lacteos,2025-08-17,65,4.0,60,8.5,15,DairyBest Ltd.,False,,2025-07-30,8.0,70.0,bajo
PRD-017,Fresas Congeladas 500g,frutas,2025-08-27,90,3.0,65,9.3,25,FrozenFruits Ltd.,False,,2025-07-29,-18.0,60.0,alto
PRD-018,Cerveza Artesanal 330ml,bebidas,2025-09-05,110,2.8,90,12.9,34,CraftBeers Inc.,False,,2025-07-30,12.0,55.0,bajo
PRD-019,Chocolate negro 70% 100g,panaderia,2025-08-22,80,2.0,60,8.6,20,SweetTreats Ltd.,True,1.8,2025-07-30,20.0,50.0,medio
PRD-020,Galletas de Arroz 150g,panaderia,2025-08-24,95,2.5,75,10.7,22,RiceCookies Co.,False,,2025-07-29,20.0,70.0,medio
PRD-1001,Manzanas Golden,frutas,2025-08-20,150,1.2,85,12.1,18,AgroFruits Ltd.,False,,2025-07-30,4.0,85.0,medio
PRD-1002,Leche Entera 1L,lacteos,2025-08-12,80,0.99,70,10.0,10,DairyBest Co.,True,0.89,2025-07-31,4.0,75.0,bajo
PRD-1003,Tomates Rojos,verduras,2025-08-18,200,0.6,150,21.4,16,FarmFresh Ltd.,False,,2025-07-29,10.0,80.0,medio
