producto_id,nombre_producto,categoria,fecha_caducidad,stock_actual,precio_unitario,sales_ultimos_7d,ventas_promedio_diaria,dias_hasta_caducidad,proveedor,en_promocion,precio_promocion,fecha_ultima_venta,temperatura_almacen,humedad_almacen,categoria_riesgo
PRD013,Palta Hass,verduras,2023-08-14,73,1.39,57,8.51,15,Verduras del Valle,True,1.37,2023-07-30,11.76,90.59,medio
PRD014,Jugo de Naranja 1L,bebidas,2023-08-28,193,1.37,90,14.98,31,Frutas y Jugos,False,,2023-07-28,4.53,56.04,bajo
PRD015,Cereza,frutas,2023-08-18,38,2.49,24,3.42,20,Frutas del Norte,False,,2023-07-29,-0.92,80.43,alto
PRD016,Jamon Cocido 150g,lacteos,2023-08-13,70,2.84,39,5.81,13,Lácteos del Sur,False,,2023-07-31,4.25,62.1,bajo
PRD017,Bebida Energética 250ml,bebidas,2023-09-02,98,2.18,46,6.17,34,Energizantes S.A.,False,,2023-07-30,5.86,49.33,bajo
PRD018,Naranja Navel,frutas,2023-08-23,98,1.38,68,9.85,25,Frutas del Valle,False,,2023-07-29,7.91,58.77,bajo
PRD019,Queso Gouda 150g,lacteos,2023-08-19,69,4.13,28,3.76,20,Quesos Finos,False,,2023-07-30,3.81,50.85,bajo
PRD001,Manzana Fuji,frutas,2023-08-31,120,1.31,73,11.28,32,FruitCo,False,,2023-07-30,4.28,90.15,bajo
PRD002,Leche Entera,lacteos,2023-08-15,81,0.98,48,6.37,15,DairyBest,True,0.7,2023-07-31,4.05,87.9,medio
PRD003,Banana Organic,frutas,2023-08-25,211,0.54,140,20.42,27,TropicalFarms,False,,2023-07-29,11.59,75.28,bajo
PRD004,Pollo Fresco,carnes,2023-08-07,49,5.25,31,4.71,7,MeatSuppliers,True,5.13,2023-07-31,0.0,62.4,alto
PRD005,Yogurt Natural,lacteos,2023-08-12,108,0.92,70,9.27,13,DairyBest,False,,2023-07-30,3.64,81.97,medio
PRD006,Pan Integral,panaderia,2023-08-04,68,1.96,58,7.98,6,BakeryDelights,False,,2023-07-29,23.03,65.72,bajo
PRD007,Jugo de Naranja,bebidas,2023-08-20,152,3.44,96,14.05,21,CitrusCo,False,,2023-07-30,8.41,79.46,bajo
PRD008,Queso Cheddar,lacteos,2023-08-10,58,4.88,24,3.25,11,CheeseMakers,True,3.66,2023-07-30,4.08,83.41,medio
PRD009,Cerveza Artesanal,bebidas,2023-09-05,191,2.97,92,14.49,37,BrewMasters,False,,2023-07-30,10.83,76.78,bajo
PRD010,Baguette Francesa,panaderia,2023-08-03,84,1.46,73,9.25,3,BakeryDelights,False,,2023-07-31,23.01,69.74,bajo
PRD011,Jamon Serrano,carnes,2023-08-09,36,7.22,20,2.94,9,MeatSuppliers,True,6.56,2023-07-31,2.02,56.0,alto
PRD012,Agua Mineral 1.5L,bebidas,2023-08-24,271,0.88,166,26.69,25,AquaPure,False,,2023-07-30,4.99,91.06,bajo
PRD013,Refresco Cola,bebidas,2023-09-10,322,0.97,202,30.42,41,FizzyDrinks,False,,2023-07-31,3.73,66.1,bajo
PRD014,Mantequilla Sin Sal,lacteos,2023-08-25,60,2.49,33,4.59,27,DairyBest,False,,2023-07-29,3.97,88.96,medio
PRD015,Tocino Ahumado,carnes,2023-08-08,51,6.5,10,1.48,9,MeatSuppliers,True,6.68,2023-07-30,2.13,47.87,alto
PRD016,Zumo de Piña,bebidas,2023-09-02,129,3.12,76,11.64,35,TropicalFarms,False,,2023-07-29,8.07,81.41,bajo
PRD017,Helado de Vainilla,panaderia,2023-08-16,97,3.99,39,5.93,17,SweetTreats,False,,2023-07-30,-18.91,67.9,alto
PRD018,Croissants,panaderia,2023-08-03,108,2.56,63,7.95,3,BakeMasters,False,,2023-07-31,20.8,64.65,bajo
PRD019,Vino Tinto,bebidas,2023-12-01,36,11.25,13,2.28,125,WineCellars,True,9.32,2023-07-29,16.69,63.59,medio
PRD001,Manzanas Golden,frutas,2023-08-31,151,1.28,73,11.39,32,Frutas del Valle,False,,2023-07-30,4.15,65.78,bajo
PRD002,Leche Entera 1L,lacteos,2023-09-05,185,0.93,143,20.13,36,Lacteos La Vaquita,True,0.98,2023-07-31,4.05,54.7,bajo
PRD003,Tomates Perita,verduras,2023-08-25,79,0.81,46,7.21,27,Verduras del Sol,False,,2023-07-29,10.14,75.74,medio
PRD004,Filete de Pollo,carnes,2023-08-10,121,5.14,70,9.14,11,Carnes del Norte,True,5.37,2023-07-30,0.0,78.44,alto
PRD005,Pan Baguette,panaderia,2023-08-02,242,0.43,183,28.97,2,Panadería La Esquina,False,,2023-07-31,20.22,61.8,medio
PRD006,Jugo de Naranja 1L,bebidas,2023-09-10,174,2.17,85,13.88,44,Bebidas Frescas,True,1.66,2023-07-28,3.97,67.15,bajo
PRD007,Yogur Natural 150g,lacteos,2023-09-15,221,0.59,121,19.13,47,Yogurt Plus,False,,2023-07-30,3.85,52.33,bajo
PRD008,Hamburguesa de Carne,carnes,2023-08-18,81,3.66,67,9.17,18,Carnes Premium,False,,2023-07-31,0.0,74.49,alto
PRD009,Jamon Serrano 100g,carnes,2023-08-22,48,4.62,29,4.2,26,Jamones y Embutidos,True,4.15,2023-07-27,1.93,62.9,alto
PRD010,Cerveza Artesanal 355ml,bebidas,2023-09-25,168,2.44,103,15.46,56,Cervezas del Mundo,False,,2023-07-31,8.13,49.62,medio
PRD011,Zanahorias orgánicas,verduras,2023-08-27,60,0.65,43,5.25,29,Verduras del Valle,False,,2023-07-29,10.84,85.64,medio
PRD012,Queso Gouda 200g,lacteos,2023-09-12,119,2.26,89,11.33,44,Quesos Finos,False,,2023-07-30,4.36,53.89,bajo
PRD013,Bebida Gaseosa Cola 2L,bebidas,2023-09-18,168,1.35,85,13.6,49,Refrescos y Bebidas,True,1.48,2023-07-31,8.34,54.44,bajo
PRD014,Cereza Orgánica 250g,frutas,2023-08-20,45,2.84,26,3.63,22,Frutas del Valle,False,,2023-07-29,1.94,85.49,alto
PRD015,Galletas Integrales 150g,panaderia,2023-09-05,276,1.01,170,26.37,36,Panadería La Esquina,False,,2023-07-31,19.52,50.41,medio
PRD016,Agua Mineral 1.5L,bebidas,2023-09-12,228,0.91,107,15.01,44,Agua Pura,False,,2023-07-30,4.22,55.37,bajo
PRD017,Naranja Mandarina 1kg,frutas,2023-09-08,68,1.44,41,5.22,41,Frutas del Valle,False,,2023-07-29,10.67,89.62,medio
PRD018,Mantequilla 200g,lacteos,2023-09-15,153,2.41,104,12.85,46,Lácteos del Sur,False,,2023-07-31,3.79,47.71,bajo
PRD019,Soda Limón 1.5L,bebidas,2023-09-28,144,1.27,69,10.82,60,Refrescos y Bebidas,False,,2023-07-30,7.75,51.61,bajo
PRD001,Manzanas Fuji,frutas,2023-08-30,124,1.28,37,4.83,31,Frutas del Valle,False,,2023-07-30,3.65,80.76,bajo
PRD002,Leche Entera 1L,lacteos,2023-08-21,83,0.88,46,7.29,21,Lácteos La Pradera,True,0.78,2023-07-31,2.0,67.49,medio
PRD003,Espinaca Orgánica,verduras,2023-08-07,196,0.54,19,2.82,9,Verduras Naturales,False,,2023-07-29,1.04,77.51,alto
PRD004,Pollo Orgánico Pechuga,carnes,2023-08-12,65,4.91,15,2.05,15,Carnes Orgánicas,False,,2023-07-28,0.0,73.24,alto
PRD005,Pan Integral,panaderia,2023-08-04,137,0.96,41,5.98,4,Panadería La Esquina,False,,2023-07-31,20.32,50.79,bajo
PRD006,Jugo de Naranja 1L,bebidas,2023-09-01,165,2.03,63,7.85,31,Bebidas Naturales,True,1.89,2023-08-01,4.05,57.57,bajo
PRD007,Yogurt Natural 125g,lacteos,2023-08-19,69,0.59,50,7.74,20,Lácteos La Pradera,False,,2023-07-30,4.0,60.06,medio
PRD008,Manzanas Verde,frutas,2023-08-27,86,1.18,26,3.7,29,Frutas del Valle,False,,2023-07-29,4.11,71.17,bajo
PRD009,Cerveza Lager 330ml,bebidas,2023-10-01,318,1.49,68,10.11,62,Bebidas y Más,False,,2023-07-31,8.14,60.12,bajo
PRD010,Queso Cheddar 200g,lacteos,2023-08-16,51,2.89,10,0.91,20,Quesos Finos,False,,2023-07-27,4.26,62.56,medio
PRD011,Bananas Organic,frutas,2023-08-25,107,0.82,48,6.43,25,Frutas del Valle,False,,2023-07-31,3.7,74.38,bajo
PRD012,Refresco Cola 500ml,bebidas,2023-08-20,210,0.94,77,10.14,21,Bebidas y Más,True,0.81,2023-07-30,5.68,52.3,bajo
PRD013,Carne de Res Picada,carnes,2023-08-10,38,8.5,11,1.99,11,Carnes Premium,False,,2023-07-30,0.0,70.68,alto
PRD014,Pan Blanco 600g,panaderia,2023-08-03,140,1.28,32,5.47,3,Panadería La Esquina,False,,2023-07-31,20.1,58.66,bajo
PRD015,Naranja Valencia 1kg,frutas,2023-08-26,94,1.09,23,3.74,27,Frutas del Valle,False,,2023-07-30,3.93,67.76,bajo
PRD016,Agua Mineral 1.5L,bebidas,2023-09-05,231,1.64,98,13.18,36,Agua Pura,False,,2023-07-31,6.11,49.59,bajo
PRD017,Queso Parmesano 150g,lacteos,2023-08-18,54,4.85,7,1.24,19,Quesos Finos,False,,2023-07-30,3.74,61.34,medio
PRD018,Fresas 250g,frutas,2023-08-22,66,2.56,24,3.25,22,Fresas del Valle,True,2.02,2023-07-31,3.62,81.68,bajo
PRD019,Coca Cola 330ml,bebidas,2023-08-25,206,1.13,73,9.78,27,Bebidas y Más,False,,2023-07-29,6.36,52.66,bajo
PRD020,Jamón Cocido 200g,carnes,2023-08-15,84,3.42,21,2.83,16,Carnes y Embutidos,False,,2023-07-30,0.0,64.39,alto
PRD001,Manzana Fuji,frutas,2023-08-28,136,1.3,68,10.66,29,Frutas del Valle,False,,2023-07-30,4.12,89.97,bajo
PRD002,Leche Entera 1L,lacteos,2023-08-22,86,0.98,51,6.68,22,Lácteos la Granja,True,0.82,2023-07-31,3.81,71.39,bajo
PRD003,Brocoli Orgánico,verduras,2023-08-07,60,2.55,32,4.3,7,Verduras Veritas,False,,2023-07-31,2.06,83.39,medio
PRD004,Pechuga de Pollo,carnes,2023-08-15,41,4.59,20,2.73,17,Carnes Elite,False,,2023-07-29,0.0,65.59,alto
PRD005,Pan integral 500g,panaderia,2023-08-05,101,1.83,74,11.37,5,Panadería La Esquina,True,1.88,2023-07-31,20.88,50.65,bajo
PRD006,Jugo de Naranja 1L,bebidas,2023-08-20,187,2.71,142,21.76,20,Bebidas del Sol,False,,2023-07-31,8.0,98.03,bajo
PRD007,Yogurt Natural 150g,lacteos,2023-08-19,94,0.81,60,8.38,20,Dairy Fresh,False,,2023-07-30,3.99,71.54,bajo
PRD008,Filete de Res 500g,carnes,2023-08-13,27,11.58,9,1.44,16,Carnes Premium,False,,2023-07-28,0.0,58.22,alto
PRD009,Pan de Viena 6 unidades,panaderia,2023-08-04,53,3.78,66,9.14,4,Panadería La Moderna,False,,2023-07-31,21.4,51.12,bajo
PRD010,Agua Mineral 1.5L,bebidas,2023-08-27,186,0.52,110,17.41,29,Aguas Pura Vida,False,,2023-07-29,10.29,71.73,bajo
PRD011,Cerveza Artesanal 330ml,bebidas,2023-08-25,207,3.02,101,17.18,26,Cervezas Artesanales,False,,2023-07-30,5.41,75.16,medio
PRD012,Queso Gouda 200g,lacteos,2023-08-16,74,4.44,38,5.53,18,Quesos Finos,False,,2023-07-29,4.29,77.82,bajo
PRD013,Naranjas Mandarina 1kg,frutas,2023-08-23,136,1.38,77,13.23,24,Frutas del Valle,False,,2023-07-30,4.26,87.17,bajo
PRD014,Mermelada de Fresa 250g,panaderia,2023-08-26,41,2.88,26,3.35,27,Dulces y Mermeladas,False,,2023-07-30,20.36,56.41,bajo
PRD015,Plátanos Bananas 1kg,frutas,2023-08-20,168,1.2,87,12.49,20,Verduras Veritas,True,1.24,2023-07-31,3.74,80.95,bajo
PRD016,Refresco Cola 2L,bebidas,2023-09-05,126,1.93,80,10.98,37,Refrescos Mundo,False,,2023-07-30,7.35,85.63,bajo
PRD017,Yogurt de Coco 150g,lacteos,2023-08-18,79,0.91,54,8.13,20,Dairy Plus,False,,2023-07-29,3.79,67.58,bajo
PRD018,Hamburguesas de Res 250g,carnes,2023-08-14,36,5.63,15,2.05,17,Carnes Premium,False,,2023-07-28,0.0,62.9,alto
PRD019,Pan pita 6 unidades,panaderia,2023-08-04,42,2.32,59,8.0,4,Panadería La Moderna,False,,2023-07-31,23.11,48.62,bajo
PROD001,Manzanas Rojo,frutas,2023-08-15,127,1.09,49,6.67,16,Frutas del Valle,False,,2023-07-30,4.13,71.48,medio
PROD002,Leche Entera 1L,lacteos,2023-08-10,74,0.88,69,9.29,10,Lácteos ABC,True,0.92,2023-07-31,3.9,90.44,bajo
PROD003,Bananas Organic,frutas,2023-08-12,158,0.76,60,8.86,14,Tropical Fruits,False,,2023-07-29,5.0,85.55,medio
PROD004,Pechuga de Pollo,carnes,2023-08-05,38,4.63,31,4.52,5,Carne Viva,False,,2023-07-31,0.0,97.21,alto
PROD005,Queso Gouda 200g,lacteos,2023-08-20,55,2.26,46,5.96,21,Lácteos ABC,True,2.07,2023-07-30,3.97,83.59,bajo
PROD006,Jugo de Naranja 1L,bebidas,2023-08-18,98,1.18,54,7.52,20,Bebidas del Sol,False,,2023-07-29,8.14,65.67,bajo
PROD007,Pan Integral 500g,panaderia,2023-08-04,94,2.52,85,12.59,5,Panadería Central,False,,2023-07-30,21.94,57.02,alto
PROD008,Yogurt Griego 150g,lacteos,2023-08-16,69,1.44,43,5.46,16,Lácteos ABC,True,1.32,2023-07-31,4.02,83.89,bajo
PROD009,Agua Mineral 1.5L,bebidas,2023-09-01,205,0.53,135,21.69,35,Aguas Puras,False,,2023-07-28,10.38,45.28,bajo
PROD010,Carne de Res Molida,carnes,2023-08-07,33,5.94,25,3.4,7,Carnes Premium,False,,2023-07-31,2.08,80.15,alto
PROD011,Pasta Espagueti 500g,panaderia,2023-08-21,112,1.29,70,9.57,23,Deli Pasta,False,,2023-07-29,22.64,61.92,alto
PROD012,Refresco Cola 330ml,bebidas,2023-08-13,190,0.81,83,12.11,17,Bebidas del Sol,False,,2023-07-27,7.84,60.9,bajo
PROD013,Cerveza Artesanal 500ml,bebidas,2023-09-10,55,3.23,19,2.97,46,Cervecería Artesanal,False,,2023-07-26,13.03,58.32,medio
PROD014,Pan Dulce con Chocolate,panaderia,2023-08-03,50,2.96,46,6.92,3,Dulces del Cielo,False,,2023-07-31,19.04,75.99,alto
PROD015,Jamon Cocido 200g,carnes,2023-08-08,42,3.64,22,3.1,9,Carnes Premium,True,2.77,2023-07-30,1.08,81.02,alto
PROD016,Refresco Naranja 330ml,bebidas,2023-08-19,158,0.87,76,13.16,22,Bebidas del Sol,False,,2023-07-28,7.69,62.25,bajo
PROD017,Mantequilla 250g,lacteos,2023-08-17,50,2.79,40,5.09,19,Lácteos ABC,False,,2023-07-29,3.72,93.53,bajo
PROD018,Carne de Cerdo 1kg,carnes,2023-08-09,25,7.34,14,2.07,10,Carnes del Sur,False,,2023-07-30,2.03,82.14,alto
PROD019,Chocolate oscuro 100g,panaderia,2023-08-25,63,1.82,37,5.97,25,Dulces del Cielo,False,,2023-07-31,19.36,66.45,alto
PROD020,Agua con Gas 600ml,bebidas,2023-08-22,150,0.92,90,11.67,25,Aguas Puras,False,,2023-07-28,7.21,63.5,bajo
P1001,Manzanas Fuji,frutas,2023-08-20,123,1.26,84,12.46,21,AgroFruit Co.,False,,2023-07-30,4.2,69.01,bajo
P1002,Leche Entera,lacteos,2023-08-15,187,0.87,151,19.91,15,DairyBest Ltd.,True,0.72,2023-07-31,3.99,76.67,medio
P1003,Broccoli Orgánico,verduras,2023-08-12,71,2.33,30,4.44,14,Green Farms,False,,2023-07-29,1.0,78.96,alto
P1004,Filete de Pollo,carnes,2023-08-10,48,5.74,42,6.16,10,Carnes Premium,True,5.46,2023-07-31,0.0,58.28,alto
P1005,Pan Integral,panaderia,2023-08-25,178,0.94,159,25.96,26,BakeWorld,False,,2023-07-30,19.89,47.24,bajo
P1006,Jugo de Naranja,bebidas,2023-08-18,87,1.96,60,8.32,21,OrangeWorld,False,,2023-07-28,7.76,81.69,medio
P1007,Yogurt Natural,lacteos,2023-08-14,141,0.64,135,19.74,15,YogurtCo,True,0.57,2023-07-30,4.24,80.26,medio
P1008,Carne Molida Res,carnes,2023-08-09,38,7.76,51,7.14,10,Carnes Premium,False,,2023-07-30,0.92,57.39,alto
P1009,Agua Mineral 1.5L,bebidas,2023-09-01,251,0.83,236,31.01,32,PureWater Inc.,False,,2023-07-31,10.82,68.16,bajo
P1010,Plátanos Maduro,frutas,2023-08-07,99,0.95,82,12.18,7,Tropical Fruits,True,1.0,2023-07-31,4.26,72.16,bajo
P1011,Queso Cheddar,lacteos,2023-08-16,80,3.2,69,11.0,17,CheeseWorld,False,,2023-07-30,4.11,84.62,medio
P1012,Naranja Valencia,frutas,2023-08-19,132,1.22,102,12.88,21,Citrus Ltd.,False,,2023-07-29,3.97,69.12,bajo
P1013,Pan Blanco,panaderia,2023-08-24,174,1.09,150,20.38,25,BakeWorld,False,,2023-07-30,23.57,58.26,bajo
P1014,Refresco Cola 330ml,bebidas,2023-09-01,311,1.55,296,39.53,33,Fanta Inc.,True,1.27,2023-07-30,7.67,77.41,medio
P1015,Yogurt de Frambuesa,lacteos,2023-08-13,93,0.72,73,11.49,14,YogurtCo,False,,2023-07-30,4.0,78.92,medio
P1016,Fresas,frutas,2023-08-11,56,2.6,55,7.51,13,Fruity Co.,False,,2023-07-29,3.78,76.07,bajo
P1017,Carne de Cerdo,carnes,2023-08-08,31,8.48,38,5.33,9,Cortes del Sur,False,,2023-07-30,0.0,62.04,alto
P1018,Agua de Sabor Mango,bebidas,2023-08-25,116,1.97,89,13.02,27,SaborMango Ltd.,False,,2023-07-29,9.14,69.4,bajo
P1019,Queso Mozzarella,lacteos,2023-08-17,71,3.03,66,9.23,18,CheeseWorld,False,,2023-07-30,4.16,76.29,medio
PRD001,Manzana Fuji,frutas,2023-08-28,159,1.09,52,7.07,31,Frutos del Valle,False,,2023-07-28,4.37,75.99,bajo
PRD002,Leche Entera 1L,lacteos,2023-08-17,72,0.85,64,7.88,17,Lácteos del Sur,True,0.82,2023-07-31,3.9,79.79,medio
PRD003,Banana Organic,frutas,2023-08-10,192,0.99,71,10.3,11,Banana Mundo,False,,2023-07-30,11.76,70.5,bajo
PRD004,Pechuga de Pollo,carnes,2023-08-07,55,4.99,33,5.13,9,Aves y Cárnicos,False,,2023-07-29,2.03,58.64,alto
PRD005,Queso Gouda,lacteos,2023-08-25,41,3.33,20,2.78,25,Quesos del Valle,True,3.06,2023-07-31,4.3,57.33,medio
PRD006,Pan Integral,panaderia,2023-08-09,113,1.04,93,13.2,12,Panadería Central,False,,2023-07-28,21.49,63.13,bajo
PRD007,Refresco Cola 2L,bebidas,2023-08-24,177,2.66,127,16.58,26,Bebidas Global,False,,2023-07-29,9.62,53.12,bajo
PRD008,Yogur Natural 125g,lacteos,2023-08-12,100,0.54,58,7.39,13,YogurPlus,False,,2023-07-30,3.73,83.69,medio
PRD009,Fresas Ecológicas,frutas,2023-08-05,136,1.87,83,11.56,7,Fresas del Bosque,True,1.68,2023-07-29,0.0,80.81,alto
PRD010,Jugo de Naranja 1L,bebidas,2023-08-15,81,1.21,61,10.14,15,Naranjales Unidos,False,,2023-07-31,8.77,66.77,bajo
PRD011,Pan de Hamburgesa,panaderia,2023-08-09,158,1.28,105,14.61,12,Panadería Buen Pan,False,,2023-07-28,18.71,65.48,bajo
PRD012,Carne de Res Picada,carnes,2023-08-20,45,6.69,25,3.31,21,Carnes Premium,False,,2023-07-30,2.14,54.25,alto
PRD013,Agua Mineral 500ml,bebidas,2023-08-25,189,0.85,165,20.9,28,Minerales del Mundo,False,,2023-07-28,10.09,50.52,bajo
PRD014,Espinaca Fresca,verduras,2023-08-03,81,0.97,73,9.64,4,Verduras del Valle,False,,2023-07-30,4.35,57.62,medio
PRD015,Zanahorias Orgánicas,verduras,2023-08-16,161,0.71,111,17.13,18,Raíces y Más,False,,2023-07-29,3.81,63.21,bajo
P1001,Manzanas Fuji,frutas,2023-08-31,122,1.28,44,6.13,30,AgroFruit Co.,False,,2023-08-01,3.65,69.3,bajo
P1002,Leche Entera 1L,lacteos,2023-08-25,84,0.91,65,8.21,24,DairyBest Ltd.,True,0.81,2023-08-01,4.04,81.93,bajo
P1003,Bananas Organic,frutas,2023-08-20,138,0.46,68,10.81,20,OrganicFarm Supplies,False,,2023-07-31,14.13,63.9,bajo
P1004,Pechuga de Pollo,carnes,2023-08-12,37,5.85,25,3.96,11,MeatPro Inc.,False,,2023-08-01,1.95,81.85,medio
P1005,Pan Integral,panaderia,2023-08-04,58,0.92,29,4.5,3,BakeGood Co.,True,0.83,2023-08-01,23.11,50.08,bajo
P1006,Agua Mineral 500ml,bebidas,2023-09-10,199,0.3,150,22.62,41,HydroPlus Ltd.,False,,2023-07-31,9.42,61.4,bajo
P1007,Yogur Natural 150g,lacteos,2023-08-22,97,0.73,58,8.6,23,DairyBest Ltd.,False,,2023-07-30,3.89,90.5,bajo
P1008,Tomates Rojos,verduras,2023-08-19,112,0.94,71,8.73,18,GreenVeggies Co.,False,,2023-08-01,11.82,71.34,bajo
P1009,Carne Molida de Res,carnes,2023-08-09,31,6.65,20,3.08,9,MeatPro Inc.,False,,2023-07-31,1.01,72.89,alto
P1010,Jugos de Naranja 1L,bebidas,2023-09-02,139,2.74,92,13.95,32,CitrusWorld,False,,2023-08-01,8.49,65.51,bajo
P1011,Pan de Caja Blanco,panaderia,2023-08-05,64,1.13,32,5.47,4,BakeGood Co.,False,,2023-08-01,20.05,50.93,bajo
P1012,Refresco Cola 330ml,bebidas,2023-09-15,197,0.78,132,18.21,45,FizzBrew Ltd.,True,0.7,2023-08-01,9.96,53.66,bajo
P1013,Queso Cheddar 200g,lacteos,2023-08-24,53,2.26,39,5.47,24,DairyPlus,False,,2023-07-31,4.08,79.37,bajo
P1014,Verduras Mixtas Congeladas,verduras,2023-08-28,92,3.54,72,10.02,27,FrozenVeg Ltd.,False,,2023-08-01,-16.95,70.42,alto
P1015,Agua con Gas 750ml,bebidas,2023-09-05,161,1.42,94,13.3,37,SparklingCo,False,,2023-07-30,8.24,62.01,bajo
P1016,Mantequilla 250g,lacteos,2023-08-23,75,3.07,58,8.49,22,DairyPlus,True,2.36,2023-08-01,3.71,87.36,bajo
P1017,Jugo de Manzana 1L,bebidas,2023-09-12,125,2.15,96,14.76,42,AppleJuice Co.,False,,2023-08-01,7.62,67.98,bajo
P1018,Lomo de Cerdo,carnes,2023-08-10,23,8.51,15,2.26,10,MeatPro Inc.,False,,2023-07-31,0.99,71.44,alto
P1019,Queso Roquefort 150g,lacteos,2023-08-30,45,3.46,21,3.27,29,DairyLux,False,,2023-08-01,3.97,88.13,bajo
PRD-1001,Manzanas Fuji,frutas,2023-08-25,129,2.55,45,7.42,24,FreshFruits Co.,False,,2023-08-01,3.95,87.58,bajo
PRD-1002,Leche Deslactosada 1L,lacteos,2023-08-21,79,1.3,37,5.33,20,DairyBest Ltd.,True,1.01,2023-08-01,2.07,61.04,bajo
PRD-1003,Pechuga de Pollo,carnes,2023-08-19,56,5.49,42,5.91,17,Carnes del Sur,False,,2023-08-02,1.38,68.9,alto
PRD-1004,Pan Integral,panaderia,2023-08-25,204,1.0,155,20.61,24,Panaderia Central,False,,2023-08-01,9.25,59.66,bajo
PRD-1005,Refresco Cola 2L,bebidas,2023-09-01,48,1.91,27,3.92,30,Bebidas del Sur,True,1.52,2023-08-02,12.72,92.24,medio
PRD-1006,Yogurt Natural 500g,lacteos,2023-08-20,98,0.95,49,5.81,19,Yogurt Plus,False,,2023-08-01,4.76,74.17,bajo
PRD-1007,Jamón Cocido 200g,carnes,2023-08-18,43,3.34,20,2.8,18,Cárnicos La Mejor,False,,2023-07-31,0.0,59.88,alto
PRD-1008,Agua Mineral 1.5L,bebidas,2023-08-28,175,0.51,71,10.45,26,Agua Pura Ltd.,False,,2023-08-02,8.69,72.29,bajo
PRD-1009,Fresas 250g,frutas,2023-08-16,65,3.28,59,7.42,14,Fruity Farms,True,2.68,2023-08-02,3.04,88.43,alto
PRD-1010,Queso Gouda 250g,lacteos,2023-08-30,106,4.63,25,3.78,28,Quesos y Delicias,False,,2023-08-02,5.48,74.92,bajo
PRD-1011,Carne Molida 1kg,carnes,2023-08-17,56,6.19,37,4.76,15,Carnes del Norte,False,,2023-08-02,0.96,57.34,alto
PRD-1012,Pan Blanco 500g,panaderia,2023-08-25,203,1.32,175,27.79,24,Panaderos Unidos,False,,2023-08-01,12.87,61.64,bajo
PRD-1013,Jugo de Naranja 1L,bebidas,2023-09-02,120,2.26,55,9.45,31,Jugo Rico,False,,2023-08-02,10.23,88.74,medio
PRD-1014,Naranja Valencia 1kg,frutas,2023-08-27,85,1.88,70,9.37,25,Frutas del Sol,True,1.5,2023-08-02,3.8,76.88,bajo
PRD-1015,Queso Crema 200g,lacteos,2023-08-22,91,2.86,41,5.78,21,Quesos del Valle,False,,2023-08-01,4.37,84.1,bajo
FRU001,Manzanas golden,frutas,2023-08-21,119,1.13,76,11.18,22,Frutas del Valle,False,,2023-07-30,3.75,64.27,bajo
VER002,Lechuga orgánica,verduras,2023-08-10,66,0.82,42,6.63,10,Verduras La Huerta,True,0.64,2023-07-31,1.82,63.75,medio
LACT003,Yogur natural 150g,lacteos,2023-08-15,208,0.84,159,22.62,14,Lácteos Granjeros,False,,2023-08-01,3.92,57.82,bajo
CAR004,Pollo pechuga 1kg,carnes,2023-08-07,53,5.07,29,3.92,9,Granja Santa Clara,False,,2023-07-29,0.0,54.16,alto
PAN005,Pan integral 500g,panaderia,2023-08-04,146,2.04,182,26.55,3,Panaderia La Estrella,True,1.53,2023-08-01,22.15,52.23,bajo
BEB006,Agua mineral 1.5L,bebidas,2023-09-01,295,0.92,232,30.45,30,Aguas Puras,False,,2023-08-02,8.06,80.81,bajo
FRU007,Bananas maduras,frutas,2023-08-18,81,0.83,67,10.98,20,Frutas Tropicales,False,,2023-07-29,5.25,70.64,bajo
VER008,Tomates cherry 250g,verduras,2023-08-11,65,2.71,36,4.99,11,Jardín Verde,True,1.94,2023-07-31,2.89,70.87,medio
LACT009,Queso gouda 200g,lacteos,2023-08-19,86,3.25,66,9.05,20,Quesos del Valle,False,,2023-07-30,3.62,54.52,bajo
CAR010,Carne de res 1kg,carnes,2023-08-09,28,12.41,21,3.12,9,Reses del Norte,False,,2023-07-31,-0.94,58.56,alto
PAN011,Croissants 6 unidades,panaderia,2023-08-03,74,3.75,100,13.44,5,Panadería La Dulzura,False,,2023-07-29,18.91,42.79,bajo
BEB012,Refresco cola 2L,bebidas,2023-08-24,266,1.89,218,28.98,24,Bebidas del Sur,True,1.3,2023-07-31,9.58,69.63,bajo
FRU013,Naranjas 1kg,frutas,2023-08-20,104,1.16,61,8.64,21,Frutas del Sol,False,,2023-07-30,3.73,68.77,bajo
VER014,Zanahorias 1kg,verduras,2023-08-12,57,0.73,40,5.31,12,Verduras Frescas,False,,2023-07-31,2.07,70.07,medio
LACT015,Leche entera 1L,lacteos,2023-08-23,184,1.15,169,21.05,21,Lácteos Ríos,False,,2023-08-02,3.88,67.42,bajo
CAR016,Pechuga de pavo 500g,carnes,2023-08-13,43,4.38,23,3.24,14,Avícola del Sur,False,,2023-07-30,0.0,50.99,alto
PRD-00123,Manzana Roja,frutas,2023-08-22,139,1.11,36,4.96,22,Frutas del Valle,True,1.09,2023-07-31,3.68,72.75,bajo
PRD-00456,Leche Entera 1L,lacteos,2023-08-17,74,1.36,41,6.07,18,Lácteos La Granja,False,,2023-07-30,4.12,78.56,bajo
